pair,genename,zscore
V$AP1_Q4_01 - V$ETS_Q6,PTP4A2,3.46749981345484
V$ETS_Q6 - V$HNF4_Q6,PTP4A2,3.05052410012689
V$ELK1_02 - V$VMYB_01,LDLR,3.04111914322809
V$SF1_Q6 - V$SP1_01,LDLR,3.33148909136668
V$SMAD_Q6_01 - V$SP1_01,LDLR,3.42608918686743
V$AML_Q6 - V$CETS1P54_01,LDLR,3.37677995865433
V$CETS1P54_01 - V$FOX_Q2,LDLR,3.00113603682971
V$CREBP1CJUN_01 - V$USF_Q6_01,LDLR,3.06381194783454
V$AP1_01 - V$NFKAPPAB65_01,LDLR,3.30850112927186
V$CREL_01 - V$STAT_01,LDLR,3.0543175353469
V$CEBPB_01 - V$PIT1_Q6,LDLR,3.09709821962352
V$COUP_01 - V$NF1_Q6,LDLR,3.04308604038434
V$AP1FJ_Q2 - V$STAT6_01,LDLR,3.59465940501091
V$AP1FJ_Q2 - V$STAT_Q6,LDLR,3.56532580442958
V$AP1_Q2 - V$STAT6_01,LDLR,3.7912972331616
V$AP1_Q2 - V$STAT_Q6,LDLR,3.46564909199866
V$GATA_Q6 - V$NFKB_Q6,LDLR,3.69478093971122
V$AP1_Q2_01 - V$NFKB_Q6,LDLR,3.59864972770207
V$OCT1_Q6 - V$PIT1_Q6,LDLR,3.76761411400944
V$GRE_C - V$STAT_01,LDLR,3.10384558384538
V$GRE_C - V$OSF2_Q6,LDLR,3.1724354549109
V$AML_Q6 - V$GRE_C,LDLR,3.32505301029421
V$CREB_Q3 - V$STAT6_01,LDLR,4.77183065939083
V$AP1_Q2_01 - V$STAT6_01,LDLR,3.24967798562385
V$AP1_Q4_01 - V$STAT6_01,LDLR,4.04215376122548
V$AP1_Q4_01 - V$PU1_Q6,LDLR,3.24615865644388
V$EBF_Q6 - V$SMAD3_Q6,LDLR,3.75576052834653
V$SF1_Q6 - V$SMAD_Q6_01,LDLR,3.16641666670011
V$ELF1_Q6 - V$PIT1_Q6,LDLR,3.11207235546027
V$ETS_Q4 - V$MYB_Q3,LDLR,3.12447706040568
V$GATA_Q6 - V$NFKB_Q6_01,LDLR,4.4856873936063
V$AP1_Q4_01 - V$STAT_Q6,LDLR,3.16120409373541
V$GATA_Q6 - V$HNF4_Q6,LDLR,3.06728114975319
V$NFAT_Q4_01 - V$PEBP_Q6,LDLR,3.29982854460437
V$CP2_01 - V$OCT_Q6,CTSS,3.7380742125562
V$CP2_01 - V$IRF_Q6_01,CTSS,3.3997917751137
V$CEBPB_01 - V$PU1_Q6,CTSS,3.35414391028248
V$CEBPB_01 - V$CREB_Q3,CTSS,3.54602216704429
V$AP1_Q4_01 - V$CEBPB_01,CTSS,3.36917240385647
V$AP1_Q2 - V$CEBPB_02,CTSS,3.0267511862067
V$HNF4ALPHA_Q6 - V$OCT1_02,CTSS,3.49583176154423
V$AP1_Q2 - V$ETS1_B,CTSS,3.21712231925922
V$AP1_Q6 - V$SOX9_B1,CTSS,3.00373109508974
V$AP1_Q6 - V$SF1_Q6,CTSS,3.3905214396315
V$AP1_C - V$OCT_Q6,CTSS,3.12396449504984
V$ETS_Q6 - V$GRE_C,CTSS,3.08144212635267
V$NFY_01 - V$SP1_Q6_01,CTSS,3.03335873609671
V$ETS1_B - V$ETS_Q4,CTSS,3.17092710298376
V$AP1_01 - V$SOX9_B1,CTSS,3.78026456647459
V$OCT_Q6 - V$SOX9_B1,CTSS,3.36541660011507
V$IPF1_Q4 - V$LEF1TCF1_Q4,CTSS,3.38847073566083
V$FOX_Q2 - V$STAT6_01,CTSS,3.04582372238046
V$CEBP_Q2_01 - V$IRF_Q6,CTSS,3.29365070201287
V$CEBP_Q2_01 - V$OCT_Q6,CTSS,3.55084781513797
V$OCT_Q6 - V$SMAD_Q6_01,CTSS,3.44867405447502
V$CREB_Q3 - V$MYB_Q5_01,CTSS,3.01247925476578
V$AP1_Q4_01 - V$MYB_Q5_01,CTSS,3.76650299391722
V$CETS1P54_01 - V$CMYB_01,SAFB,4.40326204066918
V$CP2_01 - V$STAT_Q6,SAFB,3.81370774416973
V$PAX5_01 - V$USF_C,SAFB,3.30423106153675
V$E2F_Q3_01 - V$MYB_Q6,SAFB,3.10541217445382
V$CEBP_Q2 - V$E2F_Q3_01,SAFB,3.7337513135526
V$AP1_C - V$CETS168_Q6,SAFB,3.41683789941141
V$CREB_Q3 - V$GRE_C,SAFB,3.14513721719994
V$E2F_Q4_01 - V$GRE_C,SAFB,3.11591684538455
V$GRE_C - V$GR_Q6_01,SAFB,3.39020323205837
V$GRE_C - V$PR_Q2,SAFB,3.227495288844
V$HNF4_Q6 - V$STAT6_01,SAFB,3.40668579965521
V$ETS_Q6 - V$PU1_Q6,SAFB,3.21791812412658
V$E2F_Q3_01 - V$MYB_Q5_01,SAFB,4.22216433509425
V$GR_Q6_01 - V$MYB_Q5_01,SAFB,3.31327096449833
V$MYB_Q5_01 - V$PR_Q2,SAFB,3.413321002457
V$AHRHIF_Q6 - V$E2F_Q3_01,SAFB,3.12157978211484
V$MAF_Q6_01 - V$SP1_Q4_01,SAFB,3.86723475050012
V$AHRHIF_Q6 - V$CP2_02,SAFB,3.01136981741293
V$PEBP_Q6 - V$SMAD_Q6_01,SAFB,4.43675836847331
V$MAF_Q6_01 - V$PEBP_Q6,SAFB,5.66640336816714
V$CMYB_01 - V$ETS_Q6,CUX1,3.16436872370128
V$CEBP_Q3 - V$CETS1P54_01,CUX1,3.47471555441105
V$CETS1P54_01 - V$NF1_Q6_01,CUX1,3.15211146810096
V$CETS1P54_01 - V$ETS_Q6,CUX1,3.00489798960919
V$GR_Q6_01 - V$NFKAPPAB50_01,CUX1,3.1980131943647
V$NFKAPPAB65_01 - V$NFKB_Q6_01,CUX1,3.24658431047583
V$CP2_01 - V$GRE_C,CUX1,3.92217392349184
V$CP2_01 - V$SF1_Q6,CUX1,3.65772552239554
V$CP2_01 - V$E2F_Q3_01,CUX1,3.72687230157072
V$E2F_Q3_01 - V$NFKB_Q6,CUX1,3.39142643535916
V$CEBP_Q3 - V$MYCMAX_B,CUX1,4.73822542626941
V$ETS_Q6 - V$MYCMAX_B,CUX1,3.11283776145441
V$EBF_Q6 - V$SMAD3_Q6,CUX1,3.38089373135247
V$CEBP_Q3 - V$SF1_Q6,CUX1,4.06871467535363
V$CP2_02 - V$SF1_Q6,CUX1,3.34481739795211
V$AP1_Q2_01 - V$ELF1_Q6,CUX1,3.19379766340365
V$EBF_Q6 - V$ER_Q6_02,CUX1,3.26854678531757
V$MAF_Q6_01 - V$SMAD_Q6_01,CUX1,3.1705775553441
V$CETS1P54_01 - V$CMYB_01,TBC1D10A,4.11042973676005
V$CEBPB_02 - V$ELK1_02,TBC1D10A,3.80206382222098
V$ELK1_02 - V$SMAD_Q6_01,TBC1D10A,3.16217503093141
V$CETS1P54_01 - V$PU1_Q6,TBC1D10A,3.18843399545388
V$CETS1P54_01 - V$SMAD_Q6_01,TBC1D10A,3.26085801479252
V$ELF1_Q6 - V$NFKAPPAB65_01,TBC1D10A,3.00557269463097
V$CREL_01 - V$GR_Q6,TBC1D10A,3.17705956272566
V$CP2_01 - V$DR3_Q4,TBC1D10A,3.14985658796159
V$CEBPA_01 - V$CETS168_Q6,TBC1D10A,3.73263730210267
V$CEBPB_02 - V$CETS168_Q6,TBC1D10A,3.25355335037666
V$GR_Q6_01 - V$PAX5_01,TBC1D10A,3.49665652854948
V$AP1_01 - V$AP1_Q6,TBC1D10A,3.11920991197156
V$CEBP_Q2 - V$CETS168_Q6,TBC1D10A,3.73263730210267
V$ETS_Q4 - V$NFKB_Q6,TBC1D10A,3.08990711238501
V$LEF1TCF1_Q4 - V$NFKB_Q6,TBC1D10A,3.73549382207932
V$GRE_C - V$PU1_Q6,TBC1D10A,3.44085228975535
V$E2F_Q4_01 - V$GRE_C,TBC1D10A,3.42195041059674
V$AHRHIF_Q6 - V$GRE_C,TBC1D10A,3.23028109653624
V$MYCMAX_B - V$SMAD_Q6_01,TBC1D10A,3.93144292939273
V$GATA_Q6 - V$STAT6_01,TBC1D10A,3.23295813955557
V$NFKB_Q6_01 - V$SMAD_Q6_01,TBC1D10A,3.21575290352882
V$E2F_Q3_01 - V$NF1_Q6_01,TBC1D10A,4.75484716839007
V$AHRHIF_Q6 - V$NF1_Q6_01,TBC1D10A,3.84991249677352
V$NF1_Q6_01 - V$PEBP_Q6,TBC1D10A,3.40670846618888
V$CP2_02 - V$MYB_Q5_01,TBC1D10A,4.01888914113125
V$E2F_Q3_01 - V$PEBP_Q6,TBC1D10A,3.18512949918958
V$AHRHIF_Q6 - V$HNF4_Q6,TBC1D10A,3.67867980054831
V$E2A_Q6 - V$PEBP_Q6,TBC1D10A,3.06057824905397
V$CMYB_01 - V$HIF1_Q5,KAT5,3.07587476387784
V$LEF1_Q2 - V$NFKAPPAB65_01,KAT5,3.16376101925419
V$CP2_01 - V$IRF_Q6,KAT5,3.73689282306441
V$CREB_02 - V$EGR_Q6,KAT5,3.15110987447512
V$CREB_02 - V$E2A_Q6,KAT5,3.28664775382633
V$CREB_02 - V$PEBP_Q6,KAT5,3.04200804978491
V$ER_Q6_02 - V$TAXCREB_01,KAT5,3.25652183009507
V$CEBPB_02 - V$IPF1_Q4,KAT5,3.35386546537647
V$CEBPB_02 - V$SF1_Q6,KAT5,3.30062669840792
V$CEBPB_02 - V$OCT_Q6,KAT5,3.94220770925745
V$PAX5_01 - V$STAT6_01,KAT5,4.05938620317529
V$AP1FJ_Q2 - V$CP2_02,KAT5,4.19361161966528
V$CREB_Q2 - V$EGR_Q6,KAT5,3.12865928400559
V$CREB_Q2 - V$E2F_Q3_01,KAT5,3.58506413887175
V$CEBP_Q2 - V$GR_Q6,KAT5,3.24133422613784
V$CEBP_Q2 - V$SOX9_B1,KAT5,3.18153556903992
V$GR_Q6 - V$NFAT_Q6,KAT5,3.54941582756731
V$PR_Q2 - V$SP1_Q6,KAT5,3.1400063742384
V$CHOP_01 - V$OSF2_Q6,KAT5,3.24296079674773
V$AML_Q6 - V$CHOP_01,KAT5,3.22911265874921
V$NFAT_Q6 - V$PEBP_Q6,KAT5,3.10105591301591
V$CREB_Q3 - V$SOX9_B1,KAT5,3.43813184851493
V$NF1_Q6_01 - V$STAT6_01,KAT5,3.39282025428895
V$MYB_Q5_01 - V$STAT6_01,KAT5,4.30208064114953
V$EFC_Q6 - V$IRF_Q6_01,KAT5,3.59330905011749
V$EFC_Q6 - V$LEF1TCF1_Q4,KAT5,3.47223548974203
V$ETS_Q6 - V$PU1_Q6,KAT5,3.71198444796849
V$CEBP_Q2_01 - V$SF1_Q6,KAT5,3.59364522168638
V$CETS168_Q6 - V$E2F_Q4_01,KAT5,3.05199054174449
V$NFY_Q6_01 - V$PIT1_Q6,KAT5,3.27157127296931
V$NF1_Q6_01 - V$STAT_Q6,KAT5,3.02317483359143
V$NF1_Q6_01 - V$PR_Q2,KAT5,3.22826658666291
V$DR4_Q2 - V$EGR_Q6,KAT5,3.25353371685177
V$CEBP_Q2_01 - V$LEF1TCF1_Q4,KAT5,3.433694377718
V$CMYB_01 - V$NFY_C,KLF9,3.15651342081546
V$HNF1_01 - V$NFY_01,KLF9,3.6198576190941
V$OCT1_02 - V$PEBP_Q6,KLF9,4.26535975797054
V$AP1_C - V$AP1_Q6,KLF9,3.69145280823126
V$NFY_01 - V$NFY_Q6,KLF9,3.12221193739748
V$ELF1_Q6 - V$GR_Q6,KLF9,3.3000929481227
V$GR_Q6 - V$PIT1_Q6,KLF9,4.83531486029493
V$OCT1_Q5_01 - V$SP1_Q6,KLF9,3.08827946313156
V$AP1_01 - V$AP1_C,KLF9,3.36351611518453
V$CEBP_C - V$SOX9_B1,KLF9,3.36511122671948
V$GRE_C - V$STAT6_01,KLF9,3.27776584416545
V$GRE_C - V$GR_Q6_01,KLF9,3.15286320680437
V$MEF2_04 - V$NFY_Q6_01,KLF9,3.44636893664714
V$NFY_01 - V$SOX9_B1,KLF9,3.46057474944885
V$NFY_01 - V$NFY_Q6_01,KLF9,3.04834245465865
V$ETS_Q6 - V$SOX9_B1,KLF9,3.9352604248554
V$CEBP_Q3 - V$STAT6_01,KLF9,3.04758955709429
V$MAF_Q6_01 - V$STAT6_01,KLF9,3.35489476168857
V$AP1_01 - V$IRF_Q6_01,KLF9,3.49127991966355
V$MAF_Q6_01 - V$PU1_Q6,KLF9,3.26240517731388
V$SMAD4_Q6 - V$STAT_Q6,KLF9,3.5310451186736
V$DR1_Q3 - V$SP1_Q2_01,KLF9,3.06843694118634
V$CEBP_Q3 - V$ETS_Q4,KLF9,3.1164518380041
V$IRF_Q6 - V$PR_Q2,KLF9,3.29664470472037
V$MYB_Q3 - V$PIT1_Q6,KLF9,3.1714334748406
V$LEF1_Q2 - V$PIT1_Q6,KLF9,3.56099029266304
V$HNF4_Q6 - V$PIT1_Q6,KLF9,3.46879086452133
V$ETS_Q6 - V$MAF_Q6_01,KLF9,3.21418490958628
V$CETS1P54_01 - V$CMYB_01,CAV2,3.20274890695645
V$CETS1P54_01 - V$NFKB_Q6,CAV2,4.09455943410956
V$CETS1P54_01 - V$PU1_Q6,CAV2,3.20982396267581
V$CETS1P54_01 - V$CREB_Q3,CAV2,3.03534555141494
V$CREBP1CJUN_01 - V$EBF_Q6,CAV2,3.12390510125034
V$CP2_01 - V$E2F_Q3_01,CAV2,4.69828172027786
V$CP2_01 - V$HNF4_Q6,CAV2,3.04606365456732
V$E2F_Q3_01 - V$NFKB_Q6,CAV2,3.75281073109892
V$GRE_C - V$MYCMAX_B,CAV2,3.00939529665556
V$GRE_C - V$HNF4_Q6,CAV2,3.00463415537806
V$AHRHIF_Q6 - V$GRE_C,CAV2,4.91337326414915
V$E2F_Q3_01 - V$MYCMAX_B,CAV2,5.35963885301646
V$HIF1_Q5 - V$PPARA_02,CAV2,4.71871930968981
V$ETS_Q6 - V$PU1_Q6,CAV2,3.44315531018493
V$MYB_Q5_01 - V$SF1_Q6,CAV2,4.11559383191365
V$PEBP_Q6 - V$SF1_Q6,CAV2,3.55707973104567
V$CETS168_Q6 - V$IRF_Q6,CAV2,3.21443461875647
V$GR_Q6_01 - V$SMAD_Q6_01,CAV2,3.43029104941333
V$CETS168_Q6 - V$CREBP1CJUN_01,FOXO3,3.49192505075764
V$NFKAPPAB65_01 - V$PEBP_Q6,FOXO3,3.00748702066496
V$CREL_01 - V$PEBP_Q6,FOXO3,3.4084582542515
V$CP2_01 - V$NFKB_Q6,FOXO3,3.89064432188287
V$CP2_01 - V$PU1_Q6,FOXO3,3.30259496823691
V$CP2_01 - V$ETS_Q6,FOXO3,3.693079201737
V$MYB_Q6 - V$USF_Q6_01,FOXO3,3.55672173405847
V$NFKB_Q6 - V$PEBP_Q6,FOXO3,3.03932243527044
V$GRE_C - V$NFKB_Q6_01,FOXO3,3.46541417119392
V$AHRHIF_Q6 - V$GRE_C,FOXO3,3.4050576996703
V$ETS_Q6 - V$MYCMAX_B,FOXO3,3.16888804987818
V$E2F_Q3_01 - V$PU1_Q6,FOXO3,3.17671732510302
V$AML_Q6 - V$E2F_Q4_01,FOXO3,3.45809981907401
V$CEBP_Q3 - V$SMAD_Q6_01,FOXO3,3.03951636885243
V$ER_Q6_02 - V$NF1_Q6_01,FOXO3,3.10769304905809
V$E2F_Q3_01 - V$ETS_Q6,FOXO3,3.3282526114081
V$ETS_Q6 - V$SMAD_Q6_01,FOXO3,3.09082574949035
V$CETS168_Q6 - V$CMYB_01,HCRTR1,3.1235554988839
V$CETS1P54_01 - V$NFKAPPAB65_01,HCRTR1,3.0133475974921
V$ETS1_B - V$NFKAPPAB65_01,HCRTR1,3.16954551583429
V$ETS_Q4 - V$NFKAPPAB65_01,HCRTR1,3.74315977617368
V$ETS_Q6 - V$NFKAPPAB65_01,HCRTR1,3.05835754745503
V$NFKAPPAB65_01 - V$SMAD_Q6_01,HCRTR1,4.04933932930181
V$NFKAPPAB65_01 - V$PEBP_Q6,HCRTR1,4.36187033820885
V$CREL_01 - V$PEBP_Q6,HCRTR1,4.61715029402325
V$CP2_01 - V$ETS_Q4,HCRTR1,3.07491108727417
V$CP2_01 - V$SMAD_Q6_01,HCRTR1,3.537829999772
V$OCT1_02 - V$SREBP_Q3,HCRTR1,3.1755482359218
V$AP1FJ_Q2 - V$CETS168_Q6,HCRTR1,3.2569776926561
V$AP1FJ_Q2 - V$ETS_Q6,HCRTR1,3.5020225827531
V$GRE_C - V$GR_Q6,HCRTR1,3.27232058199275
V$CEBP_Q3 - V$NFKB_Q6,HCRTR1,3.06953403832387
V$NFKB_Q6 - V$SMAD_Q6_01,HCRTR1,4.9168662991862
V$GRE_C - V$PEBP_Q6,HCRTR1,3.99896559930665
V$ETS_Q4 - V$MYCMAX_B,HCRTR1,3.02483467668066
V$ETS_Q6 - V$MYCMAX_B,HCRTR1,3.06112094429638
V$CREB_Q3 - V$STAT6_01,HCRTR1,4.16724465476923
V$AP1_Q4_01 - V$STAT6_01,HCRTR1,3.23852799565581
V$ETS_Q6 - V$PU1_Q6,HCRTR1,12.6111691092044
V$SF1_Q6 - V$SMAD3_Q6,HCRTR1,3.06542030486494
V$CP2_02 - V$SMAD3_Q6,HCRTR1,3.20329688622651
V$SF1_Q6 - V$SMAD_Q6_01,HCRTR1,4.61432849257601
V$CEBP_Q3 - V$SMAD_Q6_01,HCRTR1,3.46829194521198
V$ETS_Q4 - V$SMAD_Q6_01,HCRTR1,5.74388052973178
V$NF1_Q6_01 - V$SMAD_Q6_01,HCRTR1,3.20838449128575
V$E2F_Q3_01 - V$E2F_Q4_01,HCRTR1,4.17457353895967
V$CP2_02 - V$E2F_Q3_01,HCRTR1,3.71182653966069
V$CP2_02 - V$SMAD_Q6_01,HCRTR1,3.69401334099197
V$AHRHIF_Q6 - V$CP2_02,HCRTR1,3.59685248837758
V$ETS_Q6 - V$SMAD_Q6_01,HCRTR1,3.48531921053452
V$MAF_Q6_01 - V$SMAD_Q6_01,HCRTR1,3.18121474500605
V$CETS1P54_01 - V$PAX5_01,CYR61,3.10062203273494
V$CREBP1CJUN_01 - V$NFAT_Q6,CYR61,3.00735696726424
V$EGR_Q6 - V$PAX5_01,CYR61,4.40499827757837
V$ETS_Q6 - V$PAX5_01,CYR61,3.38370484676624
V$SMAD3_Q6 - V$SP1_Q6,CYR61,4.62480113368076
V$AP1_C - V$GATA_C,CYR61,3.57750911953607
V$GRE_C - V$PU1_Q6,CYR61,3.50994081768487
V$ETS_Q6 - V$GRE_C,CYR61,3.38762064226595
V$MYB_Q3 - V$STAT_01,CYR61,3.17586779486267
V$E2F_Q3_01 - V$MYCMAX_B,CYR61,4.06909273436461
V$MYCMAX_B - V$SP1_Q4_01,CYR61,3.54888011237381
V$MYCMAX_B - V$SP1_Q2_01,CYR61,3.8030344643972
V$E2F1_Q4 - V$MYOD_Q6_01,CYR61,3.20714754848072
V$HIF1_Q5 - V$OCT_Q6,CYR61,3.60075956265242
V$HIF1_Q3 - V$HIF1_Q5,CYR61,3.30028989611298
V$AP1_01 - V$MYB_Q3,CYR61,3.29373906052441
V$IRF_Q6 - V$PU1_Q6,CYR61,3.60908799116606
V$SMAD3_Q6 - V$SMAD4_Q6,CYR61,4.47533710463893
V$DR1_Q3 - V$ER_Q6_02,CYR61,4.10971587115455
V$CEBP_Q3 - V$MYB_Q5_01,CYR61,3.69074813163155
V$CEBP_Q3 - V$ETS_Q6,CYR61,3.33256449559559
V$ER_Q6_02 - V$IRF_Q6,CYR61,3.15475442988783
V$CREB_Q3 - V$MYB_Q3,CYR61,3.0913769875498
V$AP1_Q4_01 - V$MYB_Q3,CYR61,3.00667229408262
V$E2A_Q2 - V$NFY_Q6_01,CYR61,3.02339273309372
V$NF1_Q6_01 - V$STAT_Q6,CYR61,3.25119477275722
V$E2A_Q6 - V$LEF1_Q2,CYR61,3.76355305512568
V$ETS_Q6 - V$MYB_Q5_01,CYR61,3.62842121348463
V$E2F_Q3_01 - V$SP1_Q2_01,CYR61,3.68259181280575
V$CP2_02 - V$SP1_Q2_01,CYR61,3.12064400074577
V$ELK1_02 - V$VMYB_01,ACTG1,3.53769800954666
V$CMYB_01 - V$DR1_Q3,ACTG1,3.97244342624828
V$CMYB_01 - V$PEBP_Q6,ACTG1,3.37689499669836
V$CETS1P54_01 - V$CREB_Q3,ACTG1,3.23486416081584
V$CEBPB_02 - V$NFAT_Q4_01,ACTG1,3.26997802518297
V$MYB_Q5_01 - V$NFKB_Q6,ACTG1,3.55720263728201
V$E2F_Q3_01 - V$MYCMAX_B,ACTG1,3.92371213289017
V$CP2_02 - V$MYCMAX_B,ACTG1,3.30804436927171
V$MYCMAX_B - V$PEBP_Q6,ACTG1,3.21501653295325
V$E2F1_Q4 - V$SF1_Q6,ACTG1,4.32905854152402
V$MYB_Q5_01 - V$PU1_Q6,ACTG1,3.09541139768134
V$CP2_02 - V$SMAD3_Q6,ACTG1,3.31950372411319
V$CETS168_Q6 - V$CREB_Q3,ACTG1,3.856768827677
V$E2F_Q4_01 - V$MYB_Q3,ACTG1,3.28248302326911
V$NF1_Q6_01 - V$SMAD_Q6_01,ACTG1,3.06868116560624
V$GR_Q6_01 - V$PR_Q2,ACTG1,4.36609206170322
V$GR_Q6_01 - V$HNF4_Q6,ACTG1,4.14407240040724
V$E2A_Q6 - V$PEBP_Q6,ACTG1,3.60028962512603
V$PEBP_Q6 - V$SMAD_Q6_01,ACTG1,4.31650082368506
V$AHRHIF_Q6 - V$NFKAPPAB_01,CRYM,4.1878505017304
V$CEBPB_01 - V$ETS1_B,CRYM,3.971639717189
V$ICSBP_Q6 - V$PAX5_01,CRYM,3.19775553838908
V$MYB_Q6 - V$STAT_Q6,CRYM,3.70917752406145
V$LEF1_Q2 - V$NF1_Q6,CRYM,3.07001301211338
V$MYCMAX_B - V$NFKB_Q6,CRYM,3.21983006315741
V$DR3_Q4 - V$GATA_C,CRYM,3.65698993315357
V$GRE_C - V$SP1_Q6_01,CRYM,3.37712923001408
V$GRE_C - V$SP1_Q2_01,CRYM,3.26660011518318
V$GATA_Q6 - V$NFKB_C,CRYM,3.22251828275678
V$AHRHIF_Q6 - V$NFKB_C,CRYM,3.84711594793589
V$ETS_Q4 - V$NFY_C,CRYM,3.42430849634284
V$CEBP_Q2_01 - V$ETS1_B,CRYM,3.49758631283667
V$PU1_Q6 - V$SOX9_B1,CRYM,3.28628807533893
V$ETS_Q6 - V$SOX9_B1,CRYM,3.0656299980593
V$DR3_Q4 - V$IPF1_Q4,CRYM,3.21061718537149
V$ICSBP_Q6 - V$STAT5B_01,CRYM,3.11811616299501
V$FOX_Q2 - V$STAT5B_01,CRYM,3.02304236737239
V$PU1_Q6 - V$STAT6_01,CRYM,3.53436830984666
V$OCT_Q6 - V$STAT6_01,CRYM,4.91265747579317
V$ETS_Q6 - V$STAT6_01,CRYM,3.23683510167175
V$CREB_Q3 - V$PU1_Q6,CRYM,3.9420952497125
V$AP1_Q4_01 - V$PU1_Q6,CRYM,3.24135524136384
V$ETS_Q6 - V$PU1_Q6,CRYM,3.73426717356145
V$POU1F1_Q6 - V$STAT_Q6,CRYM,3.37913948988881
V$GR_Q6_01 - V$OCT_Q6,CRYM,3.65199708743516
V$CREB_Q3 - V$ETS_Q6,CRYM,4.61498102365602
V$CEBP_Q2_01 - V$ETS_Q6,CRYM,3.74940660762138
V$AP1_Q4_01 - V$ETS_Q6,CRYM,3.90870270933453
V$E2A_Q6 - V$PEBP_Q6,CRYM,3.31476031112453
V$CMYB_01 - V$PU1_Q6,CTSL,3.64159438948777
V$CMYB_01 - V$ETS_Q6,CTSL,3.77405329295926
V$EBF_Q6 - V$NFKAPPAB50_01,CTSL,3.21074382051299
V$NF1_Q6 - V$NFKAPPAB65_01,CTSL,3.25511455315211
V$NF1_Q6_01 - V$NFKAPPAB65_01,CTSL,3.28024810183733
V$CP2_01 - V$ER_Q6,CTSL,3.27258314741429
V$CP2_01 - V$GR_Q6_01,CTSL,5.11659245721491
V$COUP_01 - V$OCT_Q6,CTSL,3.52508734390314
V$AHRHIF_Q6 - V$AP1_Q6,CTSL,3.67860437152187
V$CREB_Q2 - V$GR_Q6,CTSL,3.01412193428681
V$CEBP_C - V$NFY_Q6,CTSL,3.13558477607704
V$ER_Q6 - V$ETS_Q6,CTSL,3.46303246195186
V$GR_Q6 - V$SMAD3_Q6,CTSL,3.2301380968547
V$ETS_Q4 - V$NFKB_Q6,CTSL,3.71364552357384
V$ETS1_B - V$ETS_Q4,CTSL,4.01704505008539
V$DR4_Q2 - V$STAT6_01,CTSL,3.4467350529287
V$AHRHIF_Q6 - V$AP1_01,CTSL,3.64047230580526
V$ER_Q6_02 - V$PU1_Q6,CTSL,3.22466825281049
V$DR4_Q2 - V$PU1_Q6,CTSL,3.11524882269493
V$SMAD3_Q6 - V$SP1_Q4_01,CTSL,3.53753692756463
V$AP1_Q2_01 - V$HMGIY_Q6,CTSL,3.84532441209903
V$DR4_Q2 - V$IRF_Q6,CTSL,3.97147391061688
V$CEBP_Q2_01 - V$NFKB_Q6_01,CTSL,3.06231733223513
V$DR4_Q2 - V$STAT_Q6,CTSL,3.67221061633891
V$GR_Q6_01 - V$NF1_Q6_01,CTSL,3.68923234818698
V$AHRHIF_Q6 - V$AP1_Q4_01,CTSL,3.55585413763951
V$HNF4_Q6 - V$SMAD_Q6_01,CTSL,3.26116683651129
V$CMYB_01 - V$GRE_C,FAU,3.13224735405366
V$CP2_01 - V$GR_Q6_01,FAU,3.05382802430105
V$CEBPA_01 - V$E2F_Q3_01,FAU,3.2943534754077
V$CEBPA_01 - V$SP1_Q2_01,FAU,3.00013562776331
V$CEBPB_02 - V$SP1_Q4_01,FAU,3.19801723723043
V$CEBPB_02 - V$SP1_Q2_01,FAU,3.07132853774243
V$MYB_Q5_01 - V$PAX5_01,FAU,3.14213537901613
V$AP1FJ_Q2 - V$MYB_Q5_01,FAU,3.19144106968251
V$AP1_Q6 - V$CREB_Q3,FAU,3.32526561147649
V$AP1_Q4_01 - V$AP1_Q6,FAU,3.51666909258076
V$ER_Q6 - V$MYB_Q3,FAU,3.5879525821096
V$AP1_Q2_01 - V$GR_Q6,FAU,4.12646695990199
V$GRE_C - V$MYB_Q5_01,FAU,3.25515985563246
V$GRE_C - V$LEF1TCF1_Q4,FAU,3.22304489558871
V$NF1_Q6_01 - V$STAT_01,FAU,3.02891816579178
V$CHOP_01 - V$SMAD3_Q6,FAU,3.02067395010809
V$ELF1_Q6 - V$MYCMAX_B,FAU,3.1745767951956
V$E2F_Q3_01 - V$ETS1_B,FAU,3.19839732797615
V$CREB_Q3 - V$PPARA_02,FAU,3.30335081176001
V$ETS_Q6 - V$PU1_Q6,FAU,4.04717469494938
V$E2A_Q6 - V$PU1_Q6,FAU,3.14360618894451
V$HNF4_Q6 - V$ICSBP_Q6,FAU,3.01980760218819
V$ELF1_Q6 - V$PEBP_Q6,FAU,3.09643258988318
V$HMGIY_Q6 - V$STAT_Q6,FAU,3.7152599741738
V$AML_Q6 - V$DR1_Q3,FAU,3.28104515363705
V$DR1_Q3 - V$PEBP_Q6,FAU,3.37127497826079
V$E2F_Q3_01 - V$ETS_Q4,FAU,3.37782430865052
V$E2A_Q6 - V$IRF_Q6,FAU,3.04130694526822
V$E2A_Q6 - V$NFKB_Q6_01,FAU,3.76666623844341
V$CREB_Q3 - V$ER_Q6_02,FAU,3.38273243636454
V$CREB_Q3 - V$DR3_Q4,FAU,3.84724468907805
V$CEBP_Q2_01 - V$E2A_Q2,FAU,3.0595741959744
V$E2F_Q3_01 - V$MYB_Q5_01,FAU,3.39953879771907
V$GR_Q6_01 - V$SP1_Q4_01,FAU,3.80965272193135
V$GR_Q6_01 - V$SP1_Q2_01,FAU,3.75168467514442
